Symbol,Market Cap,Country,Industry,Sector
DLX,952362176,United States,conglomerates,industrials
GDRX,952012928,United States,health-information-services,healthcare
LQDT,945542208,United States,internet-retail,consumer-cyclical
ALNT,945379328,United States,electronic-components,technology
ERAS,944760320,United States,biotechnology,healthcare
PFLT,944554432,United States,asset-management,financial-services
VIR,943267712,United States,biotechnology,healthcare
TBPH,942507264,United States,biotechnology,healthcare
LDI,941765440,United States,mortgage-finance,financial-services
CGBD,941177536,United States,asset-management,financial-services
GOGO,940996096,United States,telecom-services,communication-services
GLIBK,939370368,United States,telecom-services,communication-services
AMAL,933983680,United States,banks-regional,financial-services
STRD,932940736,United States,software-application,technology
BCSF,930700928,United States,asset-management,financial-services
BBDC,929604992,United States,asset-management,financial-services
GHRS,927928768,Ireland,biotechnology,healthcare
ODV,927066880,Canada,gold,basic-materials
HYMC,927058304,United States,gold,basic-materials
MFI,926200320,Hong Kong,software-application,technology
NBBK,925943232,United States,banks-regional,financial-services
THH,925855616,Japan,specialty-business-services,industrials
MEG,923019904,United States,waste-management,industrials
EIG,922124608,United States,insurance-specialty,financial-services
BTQ,922070784,Canada,software-infrastructure,technology
SBSI,920839360,United States,banks-regional,financial-services
RZLV,919873536,United Kingdom,software-infrastructure,technology
MRTN,916697152,United States,trucking,industrials
SCSC,913358400,United States,electronics-computer-distribution,technology
SKYT,909039936,United States,semiconductors,technology
QD,907244480,China,credit-services,financial-services
AEVA,904803456,United States,software-infrastructure,technology
UVE,903376128,United States,insurance-property-casualty,financial-services
PLSE,902664064,United States,medical-instruments-supplies,healthcare
ATLC,901905216,United States,credit-services,financial-services
RJET,900011008,United States,airlines,industrials
PDS,897377344,Canada,oil-gas-drilling,energy
ESPR,897307072,United States,drug-manufacturers-specialty-generic,healthcare
HBNC,891505344,United States,banks-regional,financial-services
BBSI,890914112,United States,staffing-employment-services,industrials
ESQ,890339968,United States,banks-regional,financial-services
IOVA,889247936,United States,biotechnology,healthcare
UFCS,888791616,United States,insurance-property-casualty,financial-services
OPFI,888034304,United States,credit-services,financial-services
BOW,887277824,United States,insurance-property-casualty,financial-services
GES,887153152,Switzerland,apparel-retail,consumer-cyclical
HNRG,886360832,United States,thermal-coal,energy
ACEL,882556096,United States,gambling,consumer-cyclical
KODK,880132032,United States,specialty-business-services,industrials
LAR,877355520,Switzerland,other-industrial-metals-mining,basic-materials
TYG,876885184,United States,asset-management,financial-services
SLRC,875601792,United States,asset-management,financial-services
RR,874547584,United States,specialty-industrial-machinery,industrials
DAKT,872876608,United States,electronic-components,technology
FBRT,872113408,United States,reit-mortgage,real-estate
GLDD,872091072,United States,engineering-construction,industrials
GERN,871354944,United States,biotechnology,healthcare
CFFN,871049600,United States,banks-regional,financial-services
PBT,870186240,United States,oil-gas-midstream,energy
LMB,869453120,United States,building-products-equipment,industrials
TLRY,868840000,Canada,drug-manufacturers-specialty-generic,healthcare
ASM,867582272,Canada,other-precious-metals-mining,basic-materials
GSM,866150272,United Kingdom,other-industrial-metals-mining,basic-materials
UAMY,865419968,United States,other-industrial-metals-mining,basic-materials
ABUS,864496448,United States,biotechnology,healthcare
IVA,864147008,France,biotechnology,healthcare
ASIC,862796800,United States,insurance-property-casualty,financial-services
EQBK,862505472,United States,banks-regional,financial-services
VLRS,861749888,Mexico,airlines,industrials
REPL,858954496,United States,biotechnology,healthcare
CNNE,857964096,United States,restaurants,consumer-cyclical
UTL,857581056,United States,utilities-diversified,utilities
FLGT,855036736,United States,diagnostics-research,healthcare
BLND,854567360,United States,software-application,technology
LENZ,853903232,United States,biotechnology,healthcare
FPH,852529280,United States,real-estate-development,real-estate
AVO,852372352,United States,food-distribution,consumer-defensive
FULC,852336192,United States,biotechnology,healthcare
SIBN,851852864,United States,medical-devices,healthcare
HAFC,851361600,United States,banks-regional,financial-services
CRMD,850527808,United States,biotechnology,healthcare
PSNL,850248384,United States,diagnostics-research,healthcare
JBI,850017280,United States,building-products-equipment,industrials
BLDP,849887424,Canada,electrical-equipment-parts,industrials
SOC,848751296,United States,oil-gas-drilling,energy
BFLY,848717824,United States,medical-devices,healthcare
NBR,847575104,Bermuda,oil-gas-drilling,energy
MAX,845777344,United States,internet-content-information,communication-services
LVWR,845533312,United States,auto-manufacturers,consumer-cyclical
WOOF,844076864,United States,specialty-retail,consumer-cyclical
MOFG,843879936,United States,banks-regional,financial-services
XIFR,843817728,United States,utilities-renewable,utilities
ODP,843149376,United States,specialty-retail,consumer-cyclical
BJRI,842931200,United States,restaurants,consumer-cyclical
ANGX,841478976,United States,entertainment,communication-services
REAX,839575168,United States,real-estate-services,real-estate
GNK,839470912,United States,marine-shipping,industrials
JBSS,839318208,United States,packaged-foods,consumer-defensive
CMP,838358912,United States,other-industrial-metals-mining,basic-materials
MPLT,833551232,United States,biotechnology,healthcare
UTZ,832655552,United States,packaged-foods,consumer-defensive
BCX,831972608,United States,asset-management,financial-services
OLPX,831052352,United States,specialty-retail,consumer-cyclical
HRTG,830650560,United States,insurance-property-casualty,financial-services
KALV,829970112,United States,biotechnology,healthcare
CPF,829406208,United States,banks-regional,financial-services
VTS,829162688,United States,oil-gas-e-p,energy
BALY,828873664,United States,resorts-casinos,consumer-cyclical
QNST,827437952,United States,advertising-agencies,communication-services
SWIM,825922880,United States,building-products-equipment,industrials
SENEB,825587776,United States,packaged-foods,consumer-defensive
ITRN,825185664,Israel,scientific-technical-instruments,technology
TH,822183360,United States,specialty-business-services,industrials
DAWN,821917440,United States,biotechnology,healthcare
MQY,821776512,United States,asset-management,financial-services
AMTB,820090560,United States,banks-regional,financial-services
HFWA,819715712,United States,banks-regional,financial-services
AGRO,818707136,Luxembourg,farm-products,consumer-defensive
GDYN,818370176,United States,information-technology-services,technology
MCB,812451136,United States,banks-regional,financial-services
AENT,812207936,United States,entertainment,communication-services
APOG,811449472,United States,building-products-equipment,industrials
RSKD,810434624,United States,software-application,technology
SIFY,809600960,India,telecom-services,communication-services
AIO,805676032,United States,asset-management,financial-services
TDAY,805420416,United States,publishing,communication-services
TK,804939648,Bermuda,oil-gas-midstream,energy
FWRD,802610880,United States,integrated-freight-logistics,industrials
AIV,801780352,United States,reit-residential,real-estate
BFST,799318848,United States,banks-regional,financial-services
TRST,798717504,United States,banks-regional,financial-services
FVRR,797012096,Israel,internet-content-information,communication-services
SES,795856448,United States,auto-parts,consumer-cyclical
GROY,792842688,Canada,gold,basic-materials
CRESY,792380672,Argentina,conglomerates,industrials
HEPS,792143232,Turkey,internet-retail,consumer-cyclical
GOSS,791117440,United States,biotechnology,healthcare
NBN,788904512,United States,banks-regional,financial-services
NOAH,788466112,China,asset-management,financial-services
UDMY,787800832,United States,education-training-services,consumer-defensive
ODC,787356096,United States,specialty-chemicals,basic-materials
WRLD,785936192,United States,credit-services,financial-services
ERII,785474176,United States,pollution-treatment-controls,industrials
SG,784816640,United States,restaurants,consumer-cyclical
CCNE,784510144,United States,banks-regional,financial-services
AMWD,784476992,United States,furnishings-fixtures-appliances,consumer-cyclical
VALN,784148736,France,biotechnology,healthcare
AQST,783870016,United States,drug-manufacturers-specialty-generic,healthcare
POET,782711680,Canada,semiconductors,technology
CTLP,781559104,United States,software-infrastructure,technology
CAPL,781469824,United States,oil-gas-refining-marketing,energy
RIGL,780689280,United States,biotechnology,healthcare
NB,778231936,United States,other-industrial-metals-mining,basic-materials
SSYS,775758848,United States,computer-hardware,technology
GYRE,775481984,United States,biotechnology,healthcare
CLB,775098880,United States,oil-gas-equipment-services,energy
GOLD,774622400,United States,capital-markets,financial-services
OMER,773523968,United States,biotechnology,healthcare
IMSR,773516800,United States,utilities-regulated-electric,utilities
MCBS,772906368,United States,banks-regional,financial-services
HIPO,772723008,United States,insurance-property-casualty,financial-services
NTGR,772497792,United States,communication-equipment,technology
HBT,771715840,United States,banks-regional,financial-services
GILT,771531456,Israel,communication-equipment,technology
ACDC,771415552,United States,oil-gas-equipment-services,energy
TREE,770890560,United States,financial-conglomerates,financial-services
NAT,770751232,Bermuda,oil-gas-midstream,energy
STRW,769488064,United States,reit-healthcare-facilities,real-estate
SNCY,769355328,United States,airlines,industrials
AIP,768834432,United States,semiconductors,technology
VSTM,768261952,United States,biotechnology,healthcare
SENEA,768240576,United States,packaged-foods,consumer-defensive
EPC,766660032,United States,household-personal-products,consumer-defensive
VINP,765892800,Brazil,asset-management,financial-services
AHG,763389248,China,medical-distribution,healthcare
CNCK,761961600,Netherlands,capital-markets,financial-services
MATW,761889152,United States,conglomerates,industrials
TMQ,759505920,Canada,other-industrial-metals-mining,basic-materials
RYI,758691584,United States,metal-fabrication,industrials
NXDR,758534016,United States,internet-content-information,communication-services
RDVT,758087744,United States,software-application,technology
MBWM,757986624,United States,banks-regional,financial-services
ASST,757910464,United States,asset-management,financial-services
IIIV,752225472,United States,software-infrastructure,technology
FBYD,748680896,United States,conglomerates,industrials
FSBC,747881792,United States,banks-regional,financial-services
CARS,747484480,United States,internet-content-information,communication-services
BRSP,747205184,United States,reit-mortgage,real-estate
AXL,746600512,United States,auto-parts,consumer-cyclical
TEN,746562048,Greece,oil-gas-midstream,energy
AEHR,745963840,United States,semiconductor-equipment-materials,technology
ATXS,742959232,United States,biotechnology,healthcare
EEX,742398336,United States,advertising-agencies,communication-services
HIVE,738887488,United States,capital-markets,financial-services
MYI,735792448,United States,asset-management,financial-services
DNUT,734671424,United States,grocery-stores,consumer-defensive
CBLL,734123712,United States,medical-devices,healthcare
GDEN,734049408,United States,resorts-casinos,consumer-cyclical
DBVT,734043136,France,biotechnology,healthcare
VEL,733265600,United States,mortgage-finance,financial-services
NXP,732940032,United States,asset-management,financial-services
PLOW,732930368,United States,auto-parts,consumer-cyclical
VTLE,732379648,United States,oil-gas-e-p,energy
MTUS,732172224,United States,steel,basic-materials
ANNX,731864320,United States,biotechnology,healthcare
HTB,731714496,United States,banks-regional,financial-services
NCDL,730928576,United States,asset-management,financial-services
BETR,726754304,United States,mortgage-finance,financial-services
GDOT,726298112,United States,credit-services,financial-services
RWT,726235840,United States,reit-mortgage,real-estate
ORRF,726134208,United States,banks-regional,financial-services
PACB,726087360,United States,medical-devices,healthcare
ECX,725816896,China,auto-parts,consumer-cyclical
SKYH,725464000,United States,real-estate-development,real-estate
KE,724789696,United States,electrical-equipment-parts,industrials
GRPN,724620416,United States,internet-content-information,communication-services
AHH,723577664,United States,reit-diversified,real-estate
FDUS,723267840,United States,asset-management,financial-services
SCHL,722613632,United States,publishing,communication-services
NPK,721916928,United States,aerospace-defense,industrials
ADSE,721470464,Ireland,electrical-equipment-parts,industrials
CABO,721302656,United States,telecom-services,communication-services
HPK,720215360,United States,oil-gas-e-p,energy
CCBG,719109632,United States,banks-regional,financial-services
CAC,718179136,United States,banks-regional,financial-services
WYFI,717374784,United States,software-application,technology
DGICB,716667008,United States,insurance-property-casualty,financial-services
VTEX,716170880,Cayman Islands,software-application,technology
THFF,716015936,United States,banks-regional,financial-services
DSP,715508096,United States,software-application,technology
CRSR,714853184,United States,computer-hardware,technology
NRGV,714802176,United States,utilities-renewable,utilities
HSTM,714408704,United States,health-information-services,healthcare
OPY,714029696,United States,capital-markets,financial-services
BTBT,712116928,United States,capital-markets,financial-services
FWDI,711561344,United States,footwear-accessories,consumer-cyclical
PROK,711202496,United States,biotechnology,healthcare
NIE,710180800,United States,asset-management,financial-services
GRNT,708756928,United States,oil-gas-e-p,energy
DLY,707709056,United States,asset-management,financial-services
HTLD,707483264,United States,trucking,industrials
MGTX,706709952,United States,biotechnology,healthcare
DGICA,706082880,United States,insurance-property-casualty,financial-services
HUYA,705961728,China,entertainment,communication-services
HTBK,705716032,United States,banks-regional,financial-services
AIOT,703917568,United States,software-infrastructure,technology
RGNX,703154688,United States,biotechnology,healthcare
PRME,702186496,United States,biotechnology,healthcare
AMSF,702084416,United States,insurance-specialty,financial-services
JBIO,701564096,United States,biotechnology,healthcare
TRTX,701420992,United States,reit-mortgage,real-estate
GSBC,699128832,United States,banks-regional,financial-services
ASPI,698292800,United States,chemicals,basic-materials
LAES,697713152,Switzerland,semiconductors,technology
LINC,697304704,United States,education-training-services,consumer-defensive
AXTI,691421568,United States,semiconductor-equipment-materials,technology
MPB,691408768,United States,banks-regional,financial-services
ADTN,690599872,United States,communication-equipment,technology
CRVS,690590720,United States,biotechnology,healthcare
MYE,690209536,United States,packaging-containers,consumer-cyclical
IBCP,690040960,United States,banks-regional,financial-services
INNV,689261632,United States,medical-care-facilities,healthcare
LYEL,688304128,United States,biotechnology,healthcare
TIPT,688013760,United States,insurance-specialty,financial-services
ABL,685247552,United States,insurance-life,financial-services
LIND,683645184,United States,travel-services,consumer-cyclical
FOXF,683034176,United States,auto-parts,consumer-cyclical
WSR,681953216,United States,reit-retail,real-estate
GPRE,680891648,United States,chemicals,basic-materials
TXO,680420928,United States,oil-gas-e-p,energy
EVMN,678522688,United States,biotechnology,healthcare
MTA,677549376,Canada,other-precious-metals-mining,basic-materials
CWH,677351872,United States,auto-truck-dealerships,consumer-cyclical
SSTK,677241664,United States,internet-content-information,communication-services
SFIX,677176320,United States,apparel-retail,consumer-cyclical
WLKP,675311040,United States,chemicals,basic-materials
LXEO,675132800,United States,biotechnology,healthcare
ALTI,674417984,United States,asset-management,financial-services
CTMX,674352832,United States,biotechnology,healthcare
ADAM,672384576,United States,reit-mortgage,real-estate
PRAA,671676864,United States,credit-services,financial-services
EMBC,669679424,United States,medical-instruments-supplies,healthcare
MYGN,666478080,United States,diagnostics-research,healthcare
BZH,666474112,United States,residential-construction,consumer-cyclical
MSIF,665590272,United States,asset-management,financial-services
POM,663913728,China,pharmaceutical-retailers,healthcare
HIFS,659718528,United States,banks-regional,financial-services
CSV,659566144,United States,personal-services,consumer-cyclical
BKSY,657404736,United States,specialty-business-services,industrials
ELVR,656902272,Australia,other-industrial-metals-mining,basic-materials
MATV,656173312,United States,specialty-chemicals,basic-materials
DJCO,655558336,United States,software-application,technology
SMBC,653955392,United States,banks-regional,financial-services
KRUS,653656448,United States,restaurants,consumer-cyclical
ITRG,651994368,Canada,other-precious-metals-mining,basic-materials
AOSL,651431616,United States,semiconductors,technology
SMWB,650561088,Israel,software-application,technology
BW,649380032,United States,specialty-industrial-machinery,industrials
BBW,647881472,United States,specialty-retail,consumer-cyclical
VMO,647767808,United States,asset-management,financial-services
MSC,647096256,Hong Kong,resorts-casinos,consumer-cyclical
KROS,646794624,United States,biotechnology,healthcare
BCAL,646124672,United States,banks-regional,financial-services
CV,645499584,United States,medical-devices,healthcare
MUJ,645135232,United States,asset-management,financial-services
EGBN,645085056,United States,banks-regional,financial-services
OWLS,644715136,Taiwan,software-infrastructure,technology
NEWP,644698624,Canada,silver,basic-materials
SMBK,642464768,United States,banks-regional,financial-services
TBLD,638910720,United States,asset-management,financial-services
GHM,636861824,United States,specialty-industrial-machinery,industrials
SABR,635764672,United States,software-infrastructure,technology
EBS,635411584,United States,drug-manufacturers-specialty-generic,healthcare
LXU,634550464,United States,chemicals,basic-materials
CTKB,634209600,United States,medical-devices,healthcare
FDMT,633056640,United States,biotechnology,healthcare
KRNT,633044288,Israel,specialty-industrial-machinery,industrials
CMPS,632752320,United Kingdom,medical-care-facilities,healthcare
CGNT,631912512,Israel,software-infrastructure,technology
SPFI,631797184,United States,banks-regional,financial-services
NX,631265344,United States,building-products-equipment,industrials
ICHR,629231424,United States,semiconductor-equipment-materials,technology
DCBO,628401408,Canada,software-application,technology
GAU,626757376,Canada,gold,basic-materials
SPT,626519232,United States,software-application,technology
CGEM,625617600,United States,biotechnology,healthcare
APEI,624839552,United States,education-training-services,consumer-defensive
OFIX,624090624,United States,medical-devices,healthcare
WDH,623509376,China,insurance-diversified,financial-services
IBTA,622011072,United States,software-application,technology
GLOO,621423360,United States,software-application,technology
FISI,621228672,United States,banks-regional,financial-services
SHEN,620623488,United States,telecom-services,communication-services
TCMD,618807296,United States,medical-devices,healthcare
CINT,618526976,Brazil,software-infrastructure,technology
AXG,617752000,Hong Kong,capital-markets,financial-services
AMN,617309440,United States,medical-care-facilities,healthcare
NDMO,617064512,United States,asset-management,financial-services
TROX,616768512,United States,chemicals,basic-materials
IIIN,615987264,United States,metal-fabrication,industrials
GETY,615431488,United States,internet-content-information,communication-services
IVVD,615084032,United States,biotechnology,healthcare
HOV,613371136,United States,residential-construction,consumer-cyclical
NRIM,611911552,United States,banks-regional,financial-services
HY,611904576,United States,farm-heavy-construction-machinery,industrials
CGC,611639360,Canada,drug-manufacturers-specialty-generic,healthcare
MHD,610578304,United States,asset-management,financial-services
OXM,609514048,United States,apparel-manufacturing,consumer-cyclical
DC,609474688,United States,gold,basic-materials
FRGE,609091584,United States,capital-markets,financial-services
DRUG,607283712,United States,biotechnology,healthcare
REPX,606161728,United States,oil-gas-e-p,energy
ETD,604096128,United States,furnishings-fixtures-appliances,consumer-cyclical
ORGO,601563520,United States,drug-manufacturers-specialty-generic,healthcare
CBRL,601254720,United States,restaurants,consumer-cyclical
PRTA,600204288,Ireland,biotechnology,healthcare
NPB,600006912,United States,banks-regional,financial-services
BWMN,598764864,United States,engineering-construction,industrials
FCBC,597432192,United States,banks-regional,financial-services
PLAY,597304896,United States,entertainment,communication-services
SHBI,595330496,United States,banks-regional,financial-services
SUPX,595152640,Singapore,software-infrastructure,technology
VTYX,595131072,United States,biotechnology,healthcare
GOTU,594710912,China,education-training-services,consumer-defensive
IIM,594474432,United States,asset-management,financial-services
CTO,588630848,United States,reit-diversified,real-estate
NMCO,588572288,United States,asset-management,financial-services
IDR,587988416,United States,gold,basic-materials
TALK,587809600,United States,health-information-services,healthcare
IVR,587429312,United States,reit-mortgage,real-estate
LYTS,587031744,United States,electronic-components,technology
CPS,585724992,United States,auto-parts,consumer-cyclical
ACIC,585671296,United States,insurance-property-casualty,financial-services
MNRO,583882432,United States,auto-parts,consumer-cyclical
LAB,580693760,United States,medical-devices,healthcare
NWPX,579715648,United States,steel,basic-materials
SXC,579535424,United States,coking-coal,basic-materials
SNDA,579054720,United States,medical-care-facilities,healthcare
CVLG,578840320,United States,trucking,industrials
CPAC,577944256,Peru,building-materials,basic-materials
CEVA,577640640,United States,semiconductors,technology
CWCO,576555008,Cayman Islands,utilities-regulated-water,utilities
BLMN,575215360,United States,restaurants,consumer-cyclical
KFRC,574337088,United States,staffing-employment-services,industrials
GTN,574281792,United States,broadcasting,communication-services
WOLF,571767360,United States,semiconductors,technology
CASS,570931456,United States,specialty-business-services,industrials
KREF,569412096,United States,reit-mortgage,real-estate
UXIN,569027072,China,auto-truck-dealerships,consumer-cyclical
MBUU,567535296,United States,recreational-vehicles,consumer-cyclical
IRWD,566691072,United States,drug-manufacturers-specialty-generic,healthcare
FFIC,565788864,United States,banks-regional,financial-services
ALRS,565724928,United States,banks-regional,financial-services
FIP,565539968,United States,conglomerates,industrials
UNTY,565019904,United States,banks-regional,financial-services
ARKO,564839168,United States,specialty-retail,consumer-cyclical
ENGN,563733568,Canada,biotechnology,healthcare
VGM,562385472,United States,asset-management,financial-services
NGVC,562275712,United States,grocery-stores,consumer-defensive
WASH,562205568,United States,banks-regional,financial-services
CTEV,561045632,United States,health-information-services,healthcare
VLGEA,560926976,United States,grocery-stores,consumer-defensive
KRO,560308672,United States,specialty-chemicals,basic-materials
IHRT,558589760,United States,broadcasting,communication-services
KOP,557949440,United States,specialty-chemicals,basic-materials
EVTL,557811008,United Kingdom,aerospace-defense,industrials
ANGI,556937600,United States,internet-content-information,communication-services
TCBX,556874688,United States,banks-regional,financial-services
DSGN,556535936,United States,biotechnology,healthcare
KLC,554913984,United States,education-training-services,consumer-defensive
UHT,552953472,United States,reit-healthcare-facilities,real-estate
TRNS,552615168,United States,specialty-business-services,industrials
MAMA,552072320,United States,packaged-foods,consumer-defensive
BHB,551891136,United States,banks-regional,financial-services
GEVO,551252544,United States,specialty-chemicals,basic-materials
RMT,551173184,United States,asset-management,financial-services
ALT,550927808,United States,biotechnology,healthcare
CCAP,550818688,United States,asset-management,financial-services
ACNB,550701376,United States,banks-regional,financial-services
GAIN,550689216,United States,asset-management,financial-services
AVNS,550528256,United States,medical-devices,healthcare
BMBL,549962496,United States,internet-content-information,communication-services
ANGO,549605952,United States,medical-instruments-supplies,healthcare
HZO,548924928,United States,specialty-retail,consumer-cyclical
SB,548480192,Monaco,marine-shipping,industrials
ASMB,547273024,United States,biotechnology,healthcare
MGPI,545347456,United States,beverages-wineries-distilleries,consumer-defensive
FMNB,541452800,United States,banks-regional,financial-services
BYND,539657792,United States,packaged-foods,consumer-defensive
HCKT,538818048,United States,information-technology-services,technology
BWMX,537731392,Mexico,specialty-retail,consumer-cyclical
AROW,536396160,United States,banks-regional,financial-services
CAN,535152704,Singapore,computer-hardware,technology
INN,534795168,United States,reit-hotel-motel,real-estate
GBFH,534647616,United States,banks-regional,financial-services
VKQ,534541088,United States,asset-management,financial-services
IQI,532539808,United States,asset-management,financial-services
GOOD,532218112,United States,reit-diversified,real-estate
PFIS,531912352,United States,banks-regional,financial-services
LX,531712672,China,credit-services,financial-services
BLW,531037120,United States,asset-management,financial-services
GUT,530437856,United States,asset-management,financial-services
DIN,530279040,United States,restaurants,consumer-cyclical
NPCE,530259136,United States,medical-devices,healthcare
ANRO,529059712,United States,biotechnology,healthcare
BDN,528913600,United States,reit-office,real-estate
SD,528806432,United States,oil-gas-e-p,energy
WEAV,526673888,United States,health-information-services,healthcare
RGR,525589248,United States,aerospace-defense,industrials
BME,525364800,United States,asset-management,financial-services
DNA,525317216,United States,biotechnology,healthcare
TWI,524402240,United States,farm-heavy-construction-machinery,industrials
PKST,523166144,United States,reit-office,real-estate
ZKH,522531872,China,internet-retail,consumer-cyclical
PGC,522209792,United States,banks-regional,financial-services
ADCT,521522656,Switzerland,biotechnology,healthcare
MAGN,520472000,United States,paper-paper-products,basic-materials
APPS,520370848,United States,software-application,technology
SCVL,519850624,United States,apparel-retail,consumer-cyclical
CION,518784576,United States,asset-management,financial-services
LAW,518680224,United States,software-application,technology
CLCO,518269920,United Kingdom,oil-gas-midstream,energy
TBN,517589248,Australia,oil-gas-e-p,energy
WRN,516174496,Canada,other-industrial-metals-mining,basic-materials
BWB,515558656,United States,banks-regional,financial-services
RXST,514780352,United States,medical-devices,healthcare
VCV,514779648,United States,asset-management,financial-services
FTHY,514086400,United States,asset-management,financial-services
RBBN,513537408,United States,software-application,technology
NUS,511875808,United States,household-personal-products,consumer-defensive
ABAT,510781952,United States,waste-management,industrials
ABSI,509759520,United States,biotechnology,healthcare
FFWM,508910208,United States,banks-regional,financial-services
BCYC,508466688,United Kingdom,biotechnology,healthcare
NAGE,508365088,United States,biotechnology,healthcare
CMCO,508202944,United States,farm-heavy-construction-machinery,industrials
PSTL,508170496,United States,reit-office,real-estate
NFBK,507997888,United States,banks-regional,financial-services
TATT,505981376,Israel,aerospace-defense,industrials
VPG,505401984,United States,scientific-technical-instruments,technology
HQL,504361728,United States,asset-management,financial-services
BXC,504246464,United States,industrial-distribution,industrials
LWLG,503799904,United States,specialty-chemicals,basic-materials
TCPC,503107360,United States,asset-management,financial-services
LBRX,502440192,United States,biotechnology,healthcare
MNPR,501995744,United States,biotechnology,healthcare
RRBI,501475520,United States,banks-regional,financial-services
AMBQ,501415008,United States,semiconductors,technology
CLMB,500743552,United States,electronics-computer-distribution,technology
CRNC,500617760,United States,software-application,technology
URG,500364160,United States,uranium,energy
IBEX,500036256,United States,information-technology-services,technology
HLLY,498868608,United States,auto-parts,consumer-cyclical
MCS,498472320,United States,entertainment,communication-services
ZUMZ,497470112,United States,apparel-retail,consumer-cyclical
UROY,496686208,Canada,uranium,energy
CLNE,495620224,United States,oil-gas-refining-marketing,energy
ORBS,494579040,United States,packaging-containers,consumer-cyclical
SNDL,494400000,Canada,beverages-wineries-distilleries,consumer-defensive
VREX,491938144,United States,medical-devices,healthcare
GLRE,491427456,Cayman Islands,insurance-reinsurance,financial-services
CBNK,491370336,United States,banks-regional,financial-services
EHAB,491189792,United States,medical-care-facilities,healthcare
RSVR,490599904,United States,entertainment,communication-services
KRNY,489779488,United States,banks-regional,financial-services
CMTG,487961312,United States,reit-mortgage,real-estate
YORW,487892160,United States,utilities-regulated-water,utilities
LEGH,487638112,United States,residential-construction,consumer-cyclical
SOHU,486807104,China,electronic-gaming-multimedia,communication-services
UP,483544256,United States,airports-air-services,industrials
PANL,482137728,United States,marine-shipping,industrials
FBIZ,482057792,United States,banks-regional,financial-services
MYD,481573856,United States,asset-management,financial-services
PSFE,481366272,United Kingdom,software-infrastructure,technology
HELE,481072032,United States,household-personal-products,consumer-defensive
MOV,480614976,United States,luxury-goods,consumer-cyclical
CLLS,480557856,France,biotechnology,healthcare
OSPN,479441056,United States,software-infrastructure,technology
COFS,478656096,United States,banks-regional,financial-services
KOS,478326944,United States,oil-gas-e-p,energy
EVH,477801056,United States,health-information-services,healthcare
SWBI,477417856,United States,aerospace-defense,industrials
GLAD,477165600,United States,asset-management,financial-services
AIRTP,476964160,United States,conglomerates,industrials
VERI,476473280,United States,software-infrastructure,technology
HBCP,475794592,United States,banks-regional,financial-services
ITIC,475404384,United States,insurance-specialty,financial-services
TCI,474212096,United States,real-estate-services,real-estate
KYTX,473874528,United States,biotechnology,healthcare
BVS,472853920,United States,medical-devices,healthcare
EBF,472331328,United States,business-equipment-supplies,industrials
CIVB,472006784,United States,banks-regional,financial-services
ETO,471978368,United States,asset-management,financial-services
LE,471708480,United States,apparel-retail,consumer-cyclical
NBP,469132864,United States,biotechnology,healthcare
LTBR,469060672,United States,electrical-equipment-parts,industrials
FTK,467399168,United States,oil-gas-equipment-services,energy
FTW,466228352,United States,shell-companies,financial-services
BSRR,465195040,United States,banks-regional,financial-services
CWBC,463633984,United States,banks-regional,financial-services
EOLS,462813248,United States,drug-manufacturers-specialty-generic,healthcare
CYRX,462636672,United States,integrated-freight-logistics,industrials
CAL,462335456,United States,apparel-retail,consumer-cyclical
ASTL,461708736,Canada,steel,basic-materials
KRT,460881632,United States,packaging-containers,consumer-cyclical
MSBI,460560288,United States,banks-regional,financial-services
ZVRA,459950880,United States,biotechnology,healthcare
PACK,459848480,United States,packaging-containers,consumer-cyclical
VBNK,459696288,Canada,banks-regional,financial-services
DHIL,459170048,United States,asset-management,financial-services
ASC,458662592,Bermuda,marine-shipping,industrials
CMCL,457909472,Jersey,gold,basic-materials
IMXI,457668448,United States,software-infrastructure,technology
OLP,457145824,United States,reit-diversified,real-estate
STKL,457020576,United States,beverages-non-alcoholic,consumer-defensive
MTW,456865760,United States,farm-heavy-construction-machinery,industrials
CARE,454983616,United States,banks-regional,financial-services
SFST,454458368,United States,banks-regional,financial-services
PRTH,453568480,United States,software-infrastructure,technology
BAND,453550656,United States,software-infrastructure,technology
ZEUS,452719872,United States,steel,basic-materials
SIGA,452583456,United States,drug-manufacturers-specialty-generic,healthcare
FPI,452277760,United States,reit-specialty,real-estate
DMAC,451511424,United States,biotechnology,healthcare
CD,451391200,United States,capital-markets,financial-services
EU,451350688,United States,uranium,energy
CYH,451183584,United States,medical-care-facilities,healthcare
KIDS,451141152,United States,medical-devices,healthcare
MSB,450803552,United States,steel,basic-materials
ISOU,450173408,Canada,uranium,energy
CCSI,449486592,United States,software-infrastructure,technology
CDZI,449186432,United States,utilities-regulated-water,utilities
XNET,448546144,China,software-infrastructure,technology
BMRC,447591840,United States,banks-regional,financial-services
LXRX,446980576,United States,biotechnology,healthcare
BIOA,446753760,United States,drug-manufacturers-specialty-generic,healthcare
JOUT,446140192,United States,leisure,consumer-cyclical
SLDB,444867488,United States,biotechnology,healthcare
DDL,444821152,China,grocery-stores,consumer-defensive
MLR,443887712,United States,auto-parts,consumer-cyclical
NMG,443566112,Canada,other-industrial-metals-mining,basic-materials
WOW,442425856,United States,telecom-services,communication-services
